index,filename,code_available,hyperparameters_detailed,env_version_specified,year,conference,conf_id,seeds,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,algorithm_0,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6
143,Optimistic Linear Support and Successor Features as a Basis for Optimal Policy Transfer.pdf,True,False,False,2022,icml,icml_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,value\s+function\s+approximation,action-value\s+function,(?:discount|reward)\s+function,,,,ppo,dqn,sac,,,,
144,First-Order Regret in Reinforcement Learning with Linear Function Approximation A Robust Estimation .pdf,False,False,False,2022,icml,icml_2022,0,action-value\s+function,(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
145,A Simple Unified Framework for High Dimensional Bandit Problems.pdf,False,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
146,Convergence of Policy Gradient for Entropy Regularized MDPs with Neural Network Approximation in the.pdf,False,False,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,,,,,,
147,Generalizing Gaussian Smoothing for Random Search.pdf,True,True,False,2022,icml,icml_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,,,,,,
148,On the Sample Complexity of Learning Infinite-horizon Discounted Linear Kernel MDPs.pdf,False,False,False,2022,icml,icml_2022,1-5,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,dqn,a2c,,,,
149,Stabilizing Q-learning with Linear Architectures for Provable Efficient Learning.pdf,False,False,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,ppo,dqn,,,,,
150,A Regret Minimization Approach to Multi-Agent Control.pdf,False,False,False,2022,icml,icml_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,dqn,sac,,,,
151,Off-Policy Evaluation for Large Action Spaces via Embeddings.pdf,True,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
152,Versatile Offline Imitation from Observations and Examples via Regularized State-Occupancy Matching.pdf,True,False,False,2022,icml,icml_2022,1-5,(?:discount|reward)\s+function,,,,,,,td3,ppo,dqn,sac,,,
153,Generative Flow Networks for Discrete Probabilistic Modeling.pdf,True,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
154,Translating Robot Skills Learning Unsupervised Skill Correspondences Across Robots.pdf,False,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
155,Robust Task Representations for Offline Meta-Reinforcement Learning via Contrastive Learning.pdf,True,True,False,2022,icml,icml_2022,1-5,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,dqn,sac,,,,
156,Inverse Contextual Bandits Learning How Behavior Evolves over Time.pdf,True,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
157,Learning from Demonstration Provably Efficient Adversarial Policy Imitation with Linear Function App.pdf,True,False,False,2022,icml,icml_2022,1-5,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,,trpo,ppo,dqn,sac,,,
158,On the Role of Discount Factor in Offline Reinforcement Learning.pdf,False,False,False,2022,icml,icml_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,td3,ppo,,,,,
159,Proving Theorems using Incremental Learning and Hindsight Experience Replay.pdf,False,False,False,2022,icml,icml_2022,0,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,,,,,,,sac,,,,,,
160,Denoised MDPs Learning World Models Better Than the World Itself.pdf,True,False,False,2022,icml,icml_2022,1-5,(?:discount|reward)\s+function,,,,,,,dreamer,sac,,,,,
161,Imitation Learning by Estimating Expertise of Demonstrators.pdf,True,False,False,2022,icml,icml_2022,over 10,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,trpo,,,,,,
162,Large Batch Experience Replay.pdf,True,True,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,td3,dqn,sac,,,,
163,Contextual Information-Directed Sampling.pdf,False,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
164,Towards Evaluating Adaptivity of Model-Based Reinforcement Learning Methods.pdf,True,True,False,2022,icml,icml_2022,6-10,action-value\s+function,(?:discount|reward)\s+function,,,,,,ppo,dreamer,,,,,
165,Constrained Variational Policy Optimization for Safe Reinforcement Learning.pdf,True,True,False,2022,icml,icml_2022,6-10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
166,Interactive Inverse Reinforcement Learning for Cooperative Games.pdf,True,False,False,2022,icml,icml_2022,6-10,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
167,Symmetric Machine Theory of Mind.pdf,True,False,False,2022,icml,icml_2022,6-10,(?:discount|reward)\s+function,,,,,,,ddpg,,,,,,
168,Contrastive UCB Provably Efficient Contrastive Self-Supervised Learning in Online Reinforcement Lear.pdf,True,False,False,2022,icml,icml_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,,,,,,
169,The State of Sparse Training in Deep Reinforcement Learning.pdf,True,True,False,2022,icml,icml_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,dqn,a2c,sac,td3,ppo,,
170,Meta-Learning Hypothesis Spaces for Sequential Decision-making.pdf,False,True,False,2022,icml,icml_2022,over 10,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
171,Branching Reinforcement Learning.pdf,False,False,False,2022,icml,icml_2022,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
172,Communicating via Markov Decision Processes.pdf,True,False,False,2022,icml,icml_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,sac,a2c,,,,
173,Discovering Generalizable Spatial Goal Representations via Graph-based Active Reward Learning.pdf,True,False,False,2022,icml,icml_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
174,Optimizing Tensor Network Contraction Using Reinforcement Learning.pdf,False,False,False,2022,icml,icml_2022,6-10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,,,,,,
175,Towards Uniformly Superhuman Autonomy via Subdominance Minimization.pdf,False,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
176,Off-Policy Fitted Q-Evaluation with Differentiable Function Approximators Z-Estimation and Inference.pdf,False,False,False,2022,icml,icml_2022,0,value\s+function\s+approximation,(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
177,Welfare Maximization in Competitive Equilibrium Reinforcement Learning for Markov Exchange Economy.pdf,True,False,False,2022,icml,icml_2022,1-5,action-value\s+function,state-action\s+pairs,,,,,,ppo,dqn,sac,,,,
178,A Minimax Learning Approach to Off-Policy Evaluation in Confounded Partially Observable Markov Decis.pdf,True,False,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,ppo,dqn,,,,,
179,Congested Bandits Optimal Routing via Short-term Resets.pdf,False,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
180,ModLaNets Learning Generalisable Dynamics via Modularity and Physical Inductive Bias.pdf,True,True,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,,,,,,
181,LeNSE Learning To Navigate Subgraph Embeddings for Large-Scale Combinatorial Optimisation.pdf,True,False,False,2022,icml,icml_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
182,EqR Equivariant Representations for Data-Efficient Reinforcement Learning.pdf,True,True,False,2022,icml,icml_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,dqn,,,,,,
183,Learning to Predict Graphs with Fused Gromov-Wasserstein Barycenters.pdf,True,False,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,sac,,,,,
184,Robust Deep Reinforcement Learning through Bootstrapped Opportunistic Curriculum.pdf,True,False,False,2022,icml,icml_2022,6-10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
185,Zero-Shot Reward Specification via Grounded Natural Language.pdf,False,False,False,2022,icml,icml_2022,over 10,(?:discount|reward)\s+function,,,,,,,other,,,,,,
186,Provable Reinforcement Learning with a Short-Term Memory.pdf,False,False,False,2022,icml,icml_2022,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,value\s+function\s+approximation,action-value\s+function,(?:discount|reward)\s+function,,,ppo,dqn,,,,,
187,A Temporal-Difference Approach to Policy Gradient Estimation.pdf,True,False,False,2022,icml,icml_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,dqn,ddpg,sac,td3,ppo,,
188,An Analytical Update Rule for General Policy Optimization.pdf,False,False,False,2022,icml,icml_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,trpo,ppo,sac,,,,
189,LIMO Latent Inceptionism for Targeted Molecule Generation.pdf,True,True,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,dqn,,,,,
190,Independent Policy Gradient for Large-Scale Markov Potential Games Sharper Rates Function Approximat.pdf,False,False,False,2022,icml,icml_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,,ppo,dqn,ddpg,sac,,,
191,Adaptive Model Design for Markov Decision Process.pdf,False,True,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,trpo,ppo,,,,,
192,Pessimistic Q-Learning for Offline Reinforcement Learning Towards Optimal Sample Complexity.pdf,False,False,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
193,Near-Optimal Learning of Extensive-Form Games with Imperfect Information.pdf,False,False,False,2022,icml,icml_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
194,Generalized Data Distribution Iteration.pdf,False,False,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,,,,,dreamer,ppo,dqn,,,,
195,Fast Aquatic Swimmer Optimization with Differentiable Projective Dynamics and Neural Network Hydrody.pdf,False,False,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,sac,,,,,
196,Do Differentiable Simulators Give Better Policy Gradients.pdf,False,False,False,2022,icml,icml_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,sac,,,,,
197,Pessimistic Minimax Value Iteration Provably Efficient Equilibrium Learning from Offline Datasets.pdf,False,False,False,2022,icml,icml_2022,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
198,Direct Behavior Specification via Constrained Reinforcement Learning.pdf,True,True,False,2022,icml,icml_2022,over 10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,td3,ppo,sac,,,,
199,Interactively Learning Preference Constraints in Linear Bandits.pdf,True,False,False,2022,icml,icml_2022,over 10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
200,Learning Dynamics and Generalization in Deep Reinforcement Learning.pdf,False,False,False,2022,icml,icml_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,action-value\s+function,(?:discount|reward)\s+function,,,,ppo,dqn,,,,,
201,Extracting Latent State Representations with Linear Dynamics from Rich Observations.pdf,True,False,False,2022,icml,icml_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,,,,,,
202,Stochastic Rising Bandits.pdf,True,False,False,2022,icml,icml_2022,6-10,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
203,Optimal Estimation of Policy Gradient via Double Fitted Iteration.pdf,False,False,False,2022,icml,icml_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,state-action\s+pairs,(?:discount|reward)\s+function,,,,ppo,,,,,,
204,Transformers are Meta-Reinforcement Learners.pdf,True,False,False,2022,icml,icml_2022,1-5,(?:discount|reward)\s+function,,,,,,,trpo,ppo,sac,,,,
205,Actor-Critic based Improper Reinforcement Learning.pdf,False,False,False,2022,icml,icml_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,,trpo,ppo,dqn,sac,,,
206,Curriculum Reinforcement Learning via Constrained Optimal Transport.pdf,True,True,False,2022,icml,icml_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
207,Improve Single-Point Zeroth-Order Optimization Using High-Pass and Low-Pass Filters.pdf,False,False,False,2022,icml,icml_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,sac,,,,,
208,A Framework for Learning to Request Rich and Contextually Useful Information from Humans.pdf,True,False,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,a2c,,,,,
209,Contextual Bandits with Smooth Regret Efficient Learning in Continuous Action Spaces.pdf,True,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
210,Fast Population-Based Reinforcement Learning on a Single Machine.pdf,True,True,False,2022,icml,icml_2022,over 10,(?:discount|reward)\s+function,,,,,,,dqn,ddpg,sac,td3,ppo,,
211,Toward Compositional Generalization in Object-Oriented World Modeling.pdf,True,False,False,2022,icml,icml_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
212,Understanding Policy Gradient Algorithms A Sensitivity-Based Approach.pdf,False,False,False,2022,icml,icml_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,action-value\s+function,(?:discount|reward)\s+function,,,,trpo,ppo,sac,,,,
213,Generative Cooperative Networks for Natural Language Generation.pdf,False,True,False,2022,icml,icml_2022,6-10,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
214,Action-Sufficient State Representation Learning for Control with Structural Constraints.pdf,False,True,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,dreamer,ppo,dqn,ddpg,,,
215,Private Streaming SCO in ell_p geometry with Applications in High Dimensional Online Decision Making.pdf,False,False,False,2022,icml,icml_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,sac,,,,,
216,Causal Dynamics Learning for Task-Independent State Abstraction.pdf,False,True,False,2022,icml,icml_2022,1-5,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
217,DNS Determinantal Point Process Based Neural Network Sampler for Ensemble Reinforcement Learning.pdf,True,True,False,2022,icml,icml_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,,,,,,dqn,,,,,,
218,Simplex Neural Population Learning Any-Mixture Bayes-Optimality in Symmetric Zero-sum Games.pdf,True,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
219,Learning Symmetric Embeddings for Equivariant World Models.pdf,True,False,False,2022,icml,icml_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
220,Large-Scale Graph Neural Architecture Search.pdf,True,True,False,2022,icml,icml_2022,6-10,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,ppo,,,,,,
221,Align-RUDDER Learning From Few Demonstrations by Reward Redistribution.pdf,True,True,False,2022,icml,icml_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,dqn,,,,,
222,A Parametric Class of Approximate Gradient Updates for Policy Optimization.pdf,False,False,False,2022,icml,icml_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,,,,,ppo,dqn,,,,,
223,Plan Better Amid Conservatism Offline Multi-Agent Reinforcement Learning with Actor Rectification.pdf,True,True,False,2022,icml,icml_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,td3,ppo,dqn,ddpg,,,
224,Efficient Learning for AlphaZero via Path Consistency.pdf,True,False,False,2022,icml,icml_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,dqn,sac,,,,
225,Distributional Hamilton-Jacobi-Bellman Equations for Continuous-Time Reinforcement Learning.pdf,False,False,False,2022,icml,icml_2022,0,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,dqn,,,,,
226,Offline RL Policies Should Be Trained to be Adaptive.pdf,True,True,False,2022,icml,icml_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,dqn,sac,,,,
227,Risk-Averse No-Regret Learning in Online Convex Games.pdf,False,False,False,2022,icml,icml_2022,over 10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,,,,,,,ppo,,,,,,
228,Continuous Control with Action Quantization from Demonstrations.pdf,True,True,False,2022,icml,icml_2022,6-10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,trpo,dqn,ddpg,sac,td3,ppo,
